No.,Time,Source,Destination,Protocol,Length,Info
4173,49.517532506,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4174,49.517544433,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4175,49.517548585,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4176,49.517559088,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4177,49.517570394,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4178,49.517574709,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4179,49.517585197,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4180,49.517596911,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4181,49.517601048,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4182,49.517611435,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4183,49.517622737,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4184,49.517626718,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4185,49.517637414,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4186,49.517650359,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4187,49.517654158,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4188,49.517664245,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4189,49.517675504,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4190,49.517679271,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4192,49.51824037,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4193,49.518267328,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4194,49.518271932,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4195,49.518283601,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4196,49.518295295,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4197,49.518298935,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4198,49.518310788,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4199,49.518322478,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4200,49.518326985,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4201,49.518336675,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4202,49.518348245,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4203,49.518352101,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4204,49.518361994,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4205,49.518373277,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4206,49.518377196,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4207,49.518387403,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4208,49.518398755,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4209,49.518403238,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4210,49.51841285,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4211,49.518427168,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4212,49.518431167,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4213,49.518441587,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4214,49.518454771,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4215,49.51845878,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4216,49.518469397,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4217,49.518480744,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4218,49.518484479,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4219,49.518493927,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4220,49.518505312,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4221,49.518509319,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4222,49.518518977,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4223,49.518530298,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4224,49.518533981,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4225,49.5185439,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4226,49.5185554,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4227,49.518560062,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4228,49.518570006,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4229,49.518581447,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4230,49.518585181,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4231,49.518594609,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4232,49.518605923,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4233,49.518609862,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4234,49.518619182,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4235,49.518630442,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4236,49.518633899,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4237,49.518643394,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4238,49.518654652,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4239,49.518657987,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4241,49.519540327,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4242,49.519551336,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4243,49.519555041,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4244,49.519558247,127.0.0.1,127.0.0.1,OpenFlow,174,Type: OFPT_PACKET_IN[Malformed Packet]
4245,49.519563767,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4246,49.519571361,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4248,49.519615167,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4249,49.519620607,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4250,49.519626614,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4251,49.519629645,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4252,49.519635008,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4253,49.519638586,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4254,49.519643518,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4255,49.519646483,127.0.0.1,127.0.0.1,OpenFlow,180,Type: OFPT_PACKET_OUT[Malformed Packet]
4256,49.519651602,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4257,49.51965501,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4258,49.519660077,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4259,49.519663681,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4260,49.519847293,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4261,49.519879327,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4262,49.51988478,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4263,49.51989791,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4264,49.519910071,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4265,49.519914148,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4266,49.519924405,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4267,49.519936279,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4268,49.51994048,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4269,49.519950936,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4270,49.519963377,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4271,49.519967279,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4272,49.51998007,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4273,49.519992101,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4274,49.519996344,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4275,49.520006498,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4276,49.520020662,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4277,49.520032698,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4278,49.520042983,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4280,49.52005743,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4281,49.520061144,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4282,49.520071788,127.0.0.1,127.0.0.1,OpenFlow,1622,Type: OFPT_PACKET_IN
4283,49.520083557,127.0.0.1,127.0.0.1,OpenFlow,226,Type: OFPT_FLOW_MOD[Malformed Packet]
4284,49.520088238,127.0.0.1,127.0.0.1,OpenFlow,1628,Type: OFPT_PACKET_OUT
4286,54.514797187,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REQUEST
4287,54.514934618,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REPLY
4289,54.515005437,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REQUEST
4290,54.515019306,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REPLY
4292,54.515042491,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REQUEST
4293,54.515053204,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REPLY
4295,54.515095719,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REQUEST
4296,54.515110139,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REPLY
4298,54.523556906,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REQUEST
4299,54.523599593,127.0.0.1,127.0.0.1,OpenFlow,74,Type: OFPT_ECHO_REPLY
4301,54.6218965,127.0.0.1,127.0.0.1,OpenFlow,150,Type: OFPT_PACKET_IN[Malformed Packet]
4302,54.622010668,127.0.0.1,127.0.0.1,OpenFlow,210,Type: OFPT_FLOW_MOD[Malformed Packet]
4304,54.622020774,127.0.0.1,127.0.0.1,OpenFlow,156,Type: OFPT_PACKET_OUT[Malformed Packet]
4306,54.622861404,127.0.0.1,127.0.0.1,OpenFlow,150,Type: OFPT_PACKET_IN[Malformed Packet]
4307,54.622909408,127.0.0.1,127.0.0.1,OpenFlow,210,Type: OFPT_FLOW_MOD[Malformed Packet]
4308,54.622915354,127.0.0.1,127.0.0.1,OpenFlow,156,Type: OFPT_PACKET_OUT[Malformed Packet]
4310,58.462030176,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4311,58.462079131,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4312,58.462092038,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4313,58.462181134,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4315,58.462193973,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4317,58.462203365,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4319,58.462351658,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4320,58.462522756,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4322,58.462921991,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4323,58.46303061,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4324,58.463036072,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4325,58.463039661,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4326,58.463211389,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4327,58.463223178,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4328,58.463232698,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4329,58.463242649,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4330,58.463312339,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4331,58.463321664,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4332,58.463328112,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4333,58.463333403,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4334,58.463339312,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4335,58.463344785,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4336,58.463349669,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4337,58.463353827,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4339,58.463672009,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4340,58.463824951,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4341,58.46383039,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4342,58.463840457,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4343,58.463844072,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4344,58.463851285,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4345,58.463855325,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4346,58.463863152,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4347,58.463866762,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4348,58.463869834,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4349,58.463911033,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4350,58.463918022,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4351,58.463923286,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4352,58.463927852,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4353,58.463932687,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4354,58.46393714,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4355,58.46394232,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4356,58.46394698,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4357,58.463951302,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4358,58.463956662,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4363,58.464261006,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4364,58.46427426,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4365,58.4642861,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4366,58.464332751,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4367,58.464339963,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4368,58.46434571,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4373,60.508934604,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4374,60.509014602,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4376,60.509727683,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4377,60.509737606,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4378,60.50976217,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4379,60.5097736,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4380,60.509777266,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4381,60.509765761,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4383,60.509780478,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4385,60.509790493,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4387,60.509798321,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4389,60.509886455,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4391,60.510238874,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4392,60.510248407,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4393,60.510252412,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4394,60.510323328,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4395,60.510334439,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4397,60.510587638,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4398,60.510592822,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4399,60.510596704,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4400,60.510606054,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4401,60.510609674,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4402,60.510617879,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4403,60.51062355,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4404,60.510628228,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4405,60.510633091,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4406,60.510645638,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4407,60.510650025,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4408,60.5106535,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4409,60.510656661,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4410,60.510706877,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4411,60.511094884,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4412,60.511102478,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4413,60.511107023,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4414,60.511112572,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4415,60.511117394,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4416,60.511123371,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4417,60.511129231,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4418,60.511133338,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4419,60.511137435,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4420,60.511142322,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4421,60.511147448,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4422,60.511151889,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4423,60.511156158,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4424,60.511208788,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4425,60.511291378,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4426,60.511359281,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4428,60.511579799,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4429,60.511588718,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4430,60.511594363,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4431,60.512950996,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4432,60.512961921,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4433,60.513010642,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4434,60.513019392,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4436,60.513177193,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4437,60.513184182,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4438,60.513223372,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4439,60.513230397,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4441,60.513379773,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4442,60.5133859,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4443,60.513394699,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4444,60.513398246,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4445,60.513406031,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4446,60.513409425,127.0.0.1,127.0.0.1,OpenFlow,178,Type: OFPT_PACKET_IN[Malformed Packet]
4447,60.513447411,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4448,60.513453912,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4449,60.513458781,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4450,60.513463888,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
4451,60.513468617,127.0.0.1,127.0.0.1,OpenFlow,184,Type: OFPT_PACKET_OUT[Malformed Packet]
